../Dataset/dataset.csv,speed,angleToTrackAxis,trackEdgeSensor_0,trackEdgeSensor_1,trackEdgeSensor_2,trackEdgeSensor_3,trackEdgeSensor_4,trackEdgeSensor_5,trackEdgeSensor_6,trackEdgeSensor_7,trackEdgeSensor_8,trackEdgeSensor_9,trackEdgeSensor_10,trackEdgeSensor_11,trackEdgeSensor_12,trackEdgeSensor_13,trackEdgeSensor_14,trackEdgeSensor_15,trackEdgeSensor_16,trackEdgeSensor_17,trackEdgeSensor_18,focusSensor_0,focusSensor_1,focusSensor_2,focusSensor_3,focusSensor_4,gear,opponentSensor_0,opponentSensor_1,opponentSensor_2,opponentSensor_3,opponentSensor_4,opponentSensor_5,opponentSensor_6,opponentSensor_7,opponentSensor_8,opponentSensor_9,opponentSensor_10,opponentSensor_11,opponentSensor_12,opponentSensor_13,opponentSensor_14,opponentSensor_15,opponentSensor_16,opponentSensor_17,opponentSensor_18,opponentSensor_19,opponentSensor_20,opponentSensor_21,opponentSensor_22,opponentSensor_23,opponentSensor_24,opponentSensor_25,opponentSensor_26,opponentSensor_27,opponentSensor_28,opponentSensor_29,opponentSensor_30,opponentSensor_31,opponentSensor_32,opponentSensor_33,opponentSensor_34,opponentSensor_35,racePosition,lateralSpeed,currentLapTime,damage,distanceFromStartLine,distanceRaced,fuelLevel,lastLapTime,rpm,trackPosition,wheelSpinVelocity_0,wheelSpinVelocity_1,wheelSpinVelocity_2,wheelSpinVelocity_3,z,zSpeed,accel,brake,clutch,gear,steer,meta,focus
sample 1164,176.99000000,0.03709890,14.92790000,15.55760000,17.37270000,21.07980000,28.60170000,38.16610000,45.46340000,55.25360000,68.20060000,2.71550000,0.66694100,0.39020200,0.27766400,0.21689600,0.15351100,0.11135900,0.09231570,0.08370970,0.08164980,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,10.74210000,23.55800000,0.00000000,741.36100000,766.35900000,93.55280000,0.00000000,6178.26000000,-0.98912100,144.98000000,147.73800000,151.79700000,153.18100000,0.32804200,-0.17116400,0.528,0.0,0.0,5,-0.472,0,360
sample 1165,176.77100000,0.04269490,14.90680000,15.55740000,17.40040000,21.15700000,28.79110000,38.52110000,45.95330000,55.92320000,69.09000000,3.03963000,0.82984700,0.49368300,0.35384800,0.27750400,0.19728900,0.14363100,0.11933900,0.10836800,0.10588100,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.01690000,23.58000000,0.00000000,742.48500000,767.48300000,93.55250000,0.00000000,6185.31000000,-0.98589500,144.59800000,147.23300000,152.15400000,152.96900000,0.32972600,-0.21969200,0.506,0.0,0.0,5,-0.494,0,360
sample 1166,176.56300000,0.04796360,14.89040000,15.56090000,17.43060000,21.23510000,28.97800000,38.86840000,46.43050000,56.57290000,69.94870000,3.15597000,0.94790300,0.57245600,0.41299400,0.32519500,0.23218500,0.16958600,0.14119000,0.12841800,0.12565600,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.23130000,23.60200000,0.00000000,743.60800000,768.60600000,93.55220000,0.00000000,6163.92000000,-0.98326600,144.20100000,146.82400000,151.88500000,152.38900000,0.32964700,-0.24357300,0.484,0.0,0.0,5,-0.516,0,360
sample 1167,176.34000000,0.05244350,14.87850000,15.56600000,17.45890000,21.30500000,29.14260000,39.17260000,46.84750000,57.13880000,70.69390000,3.17932000,1.02811000,0.62855100,0.45607400,0.36020700,0.25811000,0.18905600,0.15765400,0.14361600,0.14067100,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.32730000,23.62400000,0.00000000,744.73000000,769.72800000,93.55180000,0.00000000,6157.97000000,-0.98127000,143.83700000,146.36200000,151.96900000,151.97400000,0.32780500,-0.29397900,0.46,0.0,0.0,5,-0.54,0,360
sample 1168,176.08400000,0.05717520,14.87130000,15.57700000,17.49520000,21.38690000,29.32800000,39.51000000,47.30700000,57.75830000,71.50420000,3.07514000,1.07096000,0.66333800,0.48401600,0.38353700,0.27590900,0.20271300,0.16935700,0.15448000,0.15148900,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.45220000,23.64600000,0.00000000,745.85000000,770.84800000,93.55160000,0.00000000,6155.58000000,-0.97983400,143.36700000,145.94600000,151.75800000,152.04400000,0.32501600,-0.35316400,0.44,0.0,0.0,5,-0.56,0,360
sample 1169,175.80700000,0.06229020,14.86960000,15.59520000,17.54160000,21.48450000,29.54180000,39.89330000,47.82550000,58.45290000,72.40670000,2.86689000,1.07459000,0.67467100,0.49540700,0.39392100,0.28451500,0.20971700,0.17553700,0.16037000,0.15748600,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.54750000,23.66800000,0.00000000,746.96900000,771.96700000,93.55130000,0.00000000,6136.29000000,-0.97904300,142.85000000,145.52700000,151.30100000,151.79600000,0.32349800,-0.32557800,1.0,0.0,0.0,5,0.0,0,360
sample 1170,175.51400000,0.06766570,14.87320000,15.62010000,17.59690000,21.59550000,29.77920000,40.31420000,48.39220000,59.20790000,73.38110000,2.60240000,1.04461000,0.66515700,0.49142800,0.39222000,0.28449200,0.21038800,0.17648300,0.16148400,0.15879800,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.71580000,23.69000000,0.00000000,748.08500000,773.08400000,93.55110000,0.00000000,6121.05000000,-0.97887600,142.34500000,145.11600000,151.22400000,151.39500000,0.32422300,-0.32190100,1.0,0.0,0.0,5,0.0,0,360
sample 1171,175.35800000,0.07312360,14.88160000,15.65060000,17.65920000,21.71620000,30.03230000,40.75940000,48.98860000,59.99870000,74.39630000,2.31479000,0.98759900,0.63744900,0.47392500,0.37966900,0.27655200,0.20519500,0.17248200,0.15805700,0.15567000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.95050000,23.71200000,0.00000000,749.20100000,774.19900000,93.55040000,0.00000000,6227.19000000,-0.97929900,143.03600000,146.35300000,153.98700000,154.24300000,0.32673000,-0.33632500,1.0,0.0,0.0,5,0.0,0,360
sample 1172,175.36600000,0.07800380,14.89360000,15.68250000,17.72020000,21.83120000,30.26960000,41.17320000,49.54090000,60.72710000,75.32620000,2.04246000,0.91480400,0.59731300,0.44655600,0.35890200,0.26236700,0.19526700,0.16445900,0.15094000,0.14881900,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,12.25090000,23.73400000,0.00000000,750.31600000,775.31400000,93.54960000,0.00000000,6232.93000000,-0.98021600,145.59500000,148.51700000,154.27100000,153.73100000,0.32616400,-0.32108600,1.0,0.0,0.0,5,0.0,0,360
sample 1173,175.43200000,0.08145520,14.90750000,15.71070000,17.77000000,21.92070000,30.44900000,41.48120000,49.94900000,61.26170000,76.00360000,1.80406000,0.83450300,0.54938500,0.41232300,0.33213800,0.24347700,0.18156400,0.15312200,0.14065600,0.13884000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,12.44030000,23.75600000,0.00000000,751.43100000,776.42900000,93.54890000,0.00000000,6282.66000000,-0.98154900,146.26700000,148.40600000,155.06300000,154.82200000,0.32477300,-0.42594900,1.0,0.0,0.0,5,0.0,0,360
sample 1174,175.57700000,0.08332720,14.92260000,15.73410000,17.80600000,21.98020000,30.56080000,41.66640000,50.19030000,61.57280000,76.39220000,1.58487000,0.74714700,0.49417100,0.37168900,0.29975100,0.22007800,0.16433700,0.13865700,0.12745700,0.12587000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,12.22020000,23.77800000,0.00000000,752.54700000,777.54600000,93.54810000,0.00000000,6251.61000000,-0.98327600,146.65200000,148.25700000,154.94000000,153.93100000,0.32528200,-0.36159000,1.0,0.0,0.0,5,0.0,0,360
sample 1175,175.74200000,0.08298580,14.93840000,15.74930000,17.82120000,21.99550000,30.57420000,41.67330000,50.19050000,61.56230000,76.36750000,1.37751000,0.65132300,0.43090400,0.32405100,0.26133000,0.19181100,0.14318800,0.12083400,0.11106900,0.10965000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,11.70120000,23.80000000,0.00000000,753.66500000,778.66300000,93.54730000,0.00000000,6243.82000000,-0.98542900,146.97100000,148.11700000,155.15200000,153.05800000,0.32741800,-0.39269000,1.0,0.0,0.0,5,0.0,0,360
sample 1176,175.92100000,0.08048310,14.95470000,15.75640000,17.81590000,21.96730000,30.49110000,41.50630000,49.95510000,61.23820000,75.93980000,1.16559000,0.54469500,0.35878800,0.26922600,0.21682700,0.15889000,0.11843900,0.09983830,0.09169010,0.09048460,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,10.79640000,23.82200000,0.00000000,754.78300000,779.78100000,93.54660000,0.00000000,6246.33000000,-0.98797400,147.41000000,148.07600000,155.17200000,152.96700000,0.32979900,-0.38932100,1.0,0.0,0.0,5,0.0,0,360
sample 1177,176.12600000,0.07673120,14.97240000,15.76000000,17.80010000,21.91580000,30.35540000,41.24350000,49.59000000,60.74020000,75.28720000,0.92236300,0.42235900,0.27627900,0.20655400,0.16597700,0.12129200,0.09022520,0.07595830,0.06968690,0.06867980,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,9.80536000,23.84400000,0.00000000,755.90200000,780.90000000,93.54580000,0.00000000,6230.57000000,-0.99086700,147.67600000,148.10800000,154.44300000,153.47700000,0.33102300,-0.40690500,1.0,0.0,0.0,5,0.0,0,360
sample 1178,176.34900000,0.07116310,14.99060000,15.75690000,17.76750000,21.82900000,30.14230000,40.84210000,49.03740000,59.99180000,74.31050000,0.64195600,0.28390900,0.18362400,0.13654300,0.10935200,0.07958220,0.05900570,0.04957580,0.04542540,0.04469300,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,8.55852000,23.86600000,0.00000000,757.02200000,782.02000000,93.54510000,0.00000000,6214.17000000,-0.99405500,148.05600000,148.08900000,153.71600000,153.85200000,0.33074600,-0.41777100,1.0,0.0,0.0,5,0.0,0,360
sample 1179,176.57100000,0.06491020,15.01030000,15.75260000,17.73020000,21.73140000,29.90520000,40.39770000,48.42670000,59.16430000,73.22820000,0.29662500,0.12580900,0.08027650,0.05931850,0.04730990,0.03427120,0.02531430,0.02122500,0.01939390,0.01907350,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,7.28936000,23.88800000,0.00000000,758.14300000,783.14100000,93.54430000,0.00000000,6213.35000000,-0.99746300,148.33900000,148.22300000,154.22500000,153.30400000,0.32978200,-0.50085500,1.0,0.0,0.0,5,0.0,0,360
sample 1180,176.81500000,0.05822190,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,6.01820000,23.91000000,0.00000000,759.26500000,784.26300000,93.54360000,0.00000000,6194.30000000,-1.00093000,148.55600000,148.38200000,154.09500000,152.08600000,0.32906000,-0.52368000,1.0,0.0,0.0,5,0.0,0,360
sample 1181,177.05600000,0.05120720,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,4.84260000,23.93200000,0.00000000,760.38900000,785.38700000,93.54280000,0.00000000,6173.04000000,-1.00441000,148.80900000,148.54700000,153.72600000,151.37300000,0.33361500,-0.52943100,1.0,0.0,0.0,5,0.0,0,360
sample 1182,177.25200000,0.04398890,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,3.79874000,23.95400000,0.00000000,761.51400000,786.51200000,93.54210000,0.00000000,6205.78000000,-1.00780000,149.02500000,148.71100000,153.12300000,153.31100000,0.33098700,-0.58914600,1.0,0.0,0.0,5,0.0,0,360
sample 1183,177.45000000,0.03669300,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,2.89672000,23.97600000,0.00000000,762.64000000,787.63800000,93.54140000,0.00000000,6228.40000000,-1.01097000,149.20600000,148.84900000,153.81400000,153.89100000,0.32091200,-0.65571300,1.0,0.0,0.0,5,0.0,0,360
sample 1184,177.68300000,0.02960400,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,2.13301000,23.99800000,0.00000000,763.76800000,788.76600000,93.54060000,0.00000000,6202.07000000,-1.01379000,149.36500000,149.04500000,154.45500000,152.55300000,0.31193200,-0.64484300,1.0,0.0,0.0,5,0.0,0,360
sample 1185,177.90700000,0.02276370,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,1.52555000,24.02000000,0.00000000,764.89700000,789.89500000,93.53990000,0.00000000,6201.50000000,-1.01614000,149.51600000,149.26700000,154.72600000,151.38400000,0.31315600,-0.56350900,1.0,0.0,0.0,5,0.0,0,360
sample 1186,178.10100000,0.01618540,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,1.05257000,24.04200000,0.00000000,766.02800000,791.02600000,93.53920000,0.00000000,6219.94000000,-1.01795000,149.70300000,149.53400000,154.64500000,152.24800000,0.32418800,-0.40006900,1.0,0.0,0.0,5,0.0,0,360
sample 1187,178.29700000,0.00992143,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.73200400,24.06400000,0.00000000,767.16000000,792.15900000,93.53840000,0.00000000,6229.72000000,-1.01913000,149.83000000,149.78900000,154.72800000,153.20700000,0.33582200,-0.33576600,1.0,0.0,0.0,5,0.0,0,360
sample 1188,178.50200000,0.00396931,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,5.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.52761900,24.08600000,0.00000000,768.29400000,793.29200000,93.53770000,0.00000000,6245.45000000,-1.01963000,149.96100000,149.97300000,154.18000000,154.08000000,0.33826700,-0.36799200,1.0,0.0,0.0,5,0.0,0,360
